00100010 CRunningScript::ProcessCommand_60_
003CC158 streaming_sub_3CC158
003CC198 sub_3CC198
003CC208 sub_3CC208
003CC210 sub_3CC210
003CC2B8 sub_3CC2B8
003CC4D8 sub_3CC4D8
003CC580 sub_3CC580
003CC6D0 sub_3CC6D0
003CCD30 sub_3CCD30
003CCDA0 sub_3CCDA0
003CCF70 sub_3CCF70
003CD058 sub_3CD058
003CD180 sub_3CD180
003CD208 sub_3CD208
003CD4E0 sub_3CD4E0
003CD500 sub_3CD500
003CD5C0 sub_3CD5C0
003CD5F0 sub_3CD5F0
003CD678 sub_3CD678
003CD710 sub_3CD710
003CD8A0 sub_3CD8A0
003CD8D0 MULTIPLAYER_StruStuff_sub_3CD8D0
003CD950 alloc_MP_sub_3CD950
003CD978 FrontEnd_LoadPSPXMl_stack_sub_3CD978
003CDAE0 FrontEnd_LoadPspXML_sub_3CDAE0
003CDC58 sub_3CDC58
003CDDD0 sub_3CDDD0
003CDE90 sub_3CDE90
003CDF20 sub_3CDF20
003CDFF8 sub_3CDFF8
003CE068 sub_3CE068
003CE150 sub_3CE150
003CE1F8 sub_3CE1F8
003CE260 sub_3CE260
003CE330 sub_3CE330
003CE370 sub_3CE370
003CE3D8 sub_3CE3D8
003CE550 FrontEnd_LoadPspFiles_sub_3CE550
003CF4E0 sub_3CF4E0
003CF570 sub_3CF570
003CF588 sub_3CF588
003CF618 sub_3CF618
003CF700 sub_3CF700
003CF850 sub_3CF850
003CF8A8 sub_3CF8A8
003CF9D8 sub_3CF9D8
003CFA80 sub_3CFA80
003CFAE0 sub_3CFAE0
003CFCD0 sub_3CFCD0
003CFCE8 sub_3CFCE8
003CFD48 sub_3CFD48
003CFD50 sub_3CFD50
003CFD78 sub_3CFD78
003CFDA0 sub_3CFDA0
003CFFC0 sub_3CFFC0
003D00D0 sub_3D00D0
003D00D8 sub_3D00D8
003D0258 sub_3D0258
003D0260 sub_3D0260
003D0268 sub_3D0268
003D0370 cvehicle_iscar_live_sub_3D0370
003D03B0 CRunningScript::ProcessCommand_72_
003D0860 CRunningScript::ProcessCommand_73_
003D0910 CRunningScript::ProcessCommand_74_
003D0AF0 CRunningScript::ProcessCommand_75_
003D0B80 CRunningScript::ProcessCommand_76_
003D0BC8 CRunningScript::ProcessCommand_77_
003D0C80 carctrl_scrstuff_sub_3D0C80
003D0E98 CRunningScript::ProcessCommand_78_
003D0F70 CRunningScript::ProcessCommand_1058_
003D1048 CRunningScript::ProcessCommand_79_
003D1128 CRunningScript::ProcessCommand_80_
003D11C8 CRunningScript::ProcessCommand_1274_
003D1240 CRunningScript::ProcessCommand_81_
003D1298 CRunningScript::ProcessCommand_82_
003D1370 CRunningScript::ProcessCommand_83_
003D1490 CRunningScript::ProcessCommand_84_
003D15C8 CRunningScript::ProcessCommand_160_
003D16A8 CRunningScript::ProcessCommand_166_
003D1788 CRunningScript::ProcessCommand_167_
003D17D8 CRunningScript::ProcessCommand_1233_
003D1828 CRunningScript::ProcessCommand_168_
003D18E8 CRunningScript::ProcessCommand_169_
003D1988 CRunningScript::ProcessCommand_170_
003D1A28 CRunningScript::ProcessCommand_208_
003D1B28 CRunningScript::ProcessCommand_209_
003D1B98 CRunningScript::ProcessCommand_216_
003D1C90 CRunningScript::ProcessCommand_220_
003D1D70 CRunningScript::ProcessCommand_221_
003D1DD8 CRunningScript::ProcessCommand_222_
003D1E20 CRunningScript::ProcessCommand_256_257_
003D1E40 CRunningScript::ProcessCommand_273_
003D1F18 CRunningScript::ProcessCommand_275_
003D1F98 CRunningScript::ProcessCommand_278_
003D2008 CRunningScript::ProcessCommand_291_
003D2080 CRunningScript::ProcessCommand_292_
003D20F8 CRunningScript::ProcessCommand_293_
003D2138 CRunningScript::ProcessCommand_294_
003D2248 CRunningScript::ProcessCommand_1214_
003D2328 CRunningScript::ProcessCommand_300_
003D23F8 CRunningScript::ProcessCommand_301_
003D2500 CRunningScript::ProcessCommand_314_
003D2558 CRunningScript::ProcessCommand_315_
003D25C8 CRunningScript::ProcessCommand_317_
003D26C8 CRunningScript::ProcessCommand_329_
003D27A8 CRunningScript::ProcessCommand_332_
003D2808 CRunningScript::ProcessCommand_334_
003D2880 CRunningScript::ProcessCommand_335_
003D2970 CRunningScript::ProcessCommand_336_
003D2AF8 CRunningScript::ProcessCommand_348_
003D2B80 CRunningScript::ProcessCommand_422_
003D2C00 CRunningScript::ProcessCommand_427_
003D2CD8 CRunningScript::ProcessCommand_432_
003D2D58 CRunningScript::ProcessCommand_434_
003D2E98 CRunningScript::ProcessCommand_435_
003D2F80 CRunningScript::ProcessCommand_438_
003D3150 CRunningScript::ProcessCommand_439_
003D3330 CRunningScript::ProcessCommand_447_
003D3450 CRunningScript::ProcessCommand_448_
003D34D8 CRunningScript::ProcessCommand_451_
003D3538 CRunningScript::ProcessCommand_458_
003D3628 CRunningScript::ProcessCommand_468_
003D36C0 CRunningScript::ProcessCommand_469_
003D3758 CRunningScript::ProcessCommand_495_
003D3868 CRunningScript::ProcessCommand_498_
003D38F0 CRunningScript::ProcessCommand_502_
003D3AE0 CRunningScript::ProcessCommand_506_
003D3B58 CRunningScript::ProcessCommand_510_
003D3BE0 CRunningScript::ProcessCommand_513_
003D3C60 CRunningScript::ProcessCommand_541_
003D3CC8 CRunningScript::ProcessCommand_558_
003D3D48 CRunningScript::ProcessCommand_560_
003D3DF8 CRunningScript::ProcessCommand_563_
003D3F20 CRunningScript::ProcessCommand_566_
003D3F98 CRunningScript::ProcessCommand_573_
003D4030 CRunningScript::ProcessCommand_582_
003D40D8 CRunningScript::ProcessCommand_590_
003D4688 CRunningScript::ProcessCommand_593_
003D4768 CRunningScript::ProcessCommand_596_
003D47E0 CRunningScript::ProcessCommand_597_
003D4828 CRunningScript::ProcessCommand_598_
003D4908 CRunningScript::ProcessCommand_621_
003D4990 CRunningScript::ProcessCommand_627_
003D4A00 CRunningScript::ProcessCommand_628_
003D4A70 CRunningScript::ProcessCommand_629_
003D4B38 CRunningScript::ProcessCommand_639_
003D4CB0 CRunningScript::ProcessCommand_654_
003D4D40 CRunningScript::ProcessCommand_656_
003D4DB8 CRunningScript::ProcessCommand_660_
003D4E50 CRunningScript::ProcessCommand_665_
003D4F48 CRunningScript::ProcessCommand_675_
003D4FC0 CRunningScript::ProcessCommand_691_
003D5010 CRunningScript::ProcessCommand_697_
003D50A8 CRunningScript::ProcessCommand_699_
003D5100 CRunningScript::ProcessCommand_701_
003D5188 CRunningScript::ProcessCommand_711_
003D51F8 CRunningScript::ProcessCommand_714_
003D5240 CRunningScript::ProcessCommand_722_
003D5298 CRunningScript::ProcessCommand_726_
003D5328 CRunningScript::ProcessCommand_728_
003D5450 CRunningScript::ProcessCommand_729_
003D5618 CRunningScript::ProcessCommand_730_
003D5680 CRunningScript::ProcessCommand_745_
003D5758 CRunningScript::ProcessCommand_747_
003D57D8 CRunningScript::ProcessCommand_754_
003D58D0 CRunningScript::ProcessCommand_755_
003D5920 CRunningScript::ProcessCommand_756_
003D5988 CRunningScript::ProcessCommand_767_
003D5A08 CRunningScript::ProcessCommand_768_
003D5A68 CRunningScript::ProcessCommand_769_
003D5AB8 CRunningScript::ProcessCommand_790_
003D5B78 CRunningScript::ProcessCommand_795_
003D5BD0 CRunningScript::ProcessCommand_796_
003D5C50 CRunningScript::ProcessCommand_799_
003D5CA0 CRunningScript::ProcessCommand_805_
003D5DA0 CRunningScript::ProcessCommand_808_
003D5EE0 CRunningScript::ProcessCommand_809_
003D5FE8 CRunningScript::ProcessCommand_810_
003D6058 CRunningScript::ProcessCommand_819_
003D61E0 CRunningScript::ProcessCommand_820_
003D6260 CRunningScript::ProcessCommand_821_
003D6478 CRunningScript::ProcessCommand_828_
003D64C8 CRunningScript::ProcessCommand_843_
003D65A8 CRunningScript::ProcessCommand_846_
003D6600 CRunningScript::ProcessCommand_848_
003D6748 CRunningScript::ProcessCommand_862_
003D6860 CRunningScript::ProcessCommand_870_
003D6990 CRunningScript::ProcessCommand_873_
003D69F0 CRunningScript::ProcessCommand_880_
003D6A78 CRunningScript::ProcessCommand_892_
003D6B60 CRunningScript::ProcessCommand_893_
003D6C30 CRunningScript::ProcessCommand_894_
003D6D00 CRunningScript::ProcessCommand_895_
003D6DD0 CRunningScript::ProcessCommand_919_
003D6EB0 CRunningScript::ProcessCommand_920_
003D6F90 CRunningScript::ProcessCommand_922_
003D7088 CRunningScript::ProcessCommand_931_
003D71D0 CRunningScript::ProcessCommand_932_
003D7270 CRunningScript::ProcessCommand_943_
003D7418 CRunningScript::ProcessCommand_947_
003D74C0 CRunningScript::ProcessCommand_948_
003D7540 CRunningScript::ProcessCommand_952_
003D7798 CRunningScript::ProcessCommand_953_
003D7830 CRunningScript::ProcessCommand_955_
003D78C0 CRunningScript::ProcessCommand_959_
003D7A68 CRunningScript::ProcessCommand_977_
003D7B08 CRunningScript::ProcessCommand_984_
003D7B78 CRunningScript::ProcessCommand_1034_
003D7BF8 CRunningScript::ProcessCommand_1060_
003D7CD0 CRunningScript::ProcessCommand_1071_
003D7D38 CRunningScript::ProcessCommand_1072_
003D7DB0 CRunningScript::ProcessCommand_1082_
003D7E30 CRunningScript::ProcessCommand_1095_
003D7FF8 CRunningScript::ProcessCommand_1134_
003D80F0 CRunningScript::ProcessCommand_1135_
003D83C8 CRunningScript::ProcessCommand_1173_
003D8588 CRunningScript::ProcessCommand_1174_
003D8748 CRunningScript::ProcessCommand_1175_
003D87C0 CRunningScript::ProcessCommand_1176_
003D8838 CRunningScript::ProcessCommand_1177_
003D88D0 CRunningScript::ProcessCommand_1178_
003D8968 CRunningScript::ProcessCommand_1189_
003D8A00 CRunningScript::ProcessCommand_1190_
003D8B38 CRunningScript::ProcessCommand_1191_
003D8B80 CRunningScript::ProcessCommand_1192_
003D8C38 CRunningScript::ProcessCommand_1193_
003D8CF8 CRunningScript::ProcessCommand_1194_
003D8D88 CRunningScript::ProcessCommand_1195_
003D8E18 CRunningScript::ProcessCommand_1196_
003D8E88 CRunningScript::ProcessCommand_1197_
003D8F10 CRunningScript::ProcessCommand_1234_
003D8F90 CRunningScript::ProcessCommand_1245_
003D8FE0 sub_3D8FE0
003D9068 CRunningScript::ProcessCommand_1256_
003D9140 CRunningScript::ProcessCommand_1257_
003D9218 CRunningScript::ProcessCommand_1331_
003D9320 CRunningScript::ProcessCommand_1332_
003D9378 CRunningScript::ProcessCommand_1345_
003D9418 CCarGenerator::SwitchOff
003D9430 CCarGenerator::SwitchOn
003D9470 CCarGenerator::CalcNextGen
003D9480 CCarGenerator::DoInternalProcessing
003D9C90 CCarGenerator::Process
003D9DB0 CCarGenerator::Setup
003D9E08 CCarGenerator::CheckForBlockage
003DA070 CCarGenerator::CheckIfWithinRangeOfAnyPlayers
003DA278 CTheCarGenerators::Process
003DA360 CTheCarGenerators::CreateCarGenerator
003DA400 CTheCarGenerators::Init
003DA438 CPedType::Initialise
003DA448 nullsub_62
003DA460 CPedStats::Initialise
003DA480 sub_3DA480
003DA510 sub_3DA510
003DA5E8 sub_3DA5E8
003DA678 IsCarAllowedInMultiplayer
003DA7C8 CRunningScript::ProcessCommand_85_
003DA8A8 CRunningScript::ProcessCommand_86_
003DA980 CRunningScript::ProcessCommand_87_
003DAA60 CRunningScript::ProcessCommand_88_
003DAB38 CRunningScript::ProcessCommand_89_
003DAB58 CRunningScript::ProcessCommand_285_
003DAC50 CRunningScript::ProcessCommand_286_
003DAD40 CRunningScript::ProcessCommand_287_
003DAE38 CRunningScript::ProcessCommand_288_
003DAF28 CRunningScript::ProcessCommand_323_
003DB008 CRunningScript::ProcessCommand_324_
003DB100 CRunningScript::ProcessCommand_429_
003DB170 CRunningScript::ProcessCommand_472_
003DB260 CRunningScript::ProcessCommand_473_
003DB358 CRunningScript::ProcessCommand_474_
003DB448 CRunningScript::ProcessCommand_475_
003DB538 CRunningScript::ProcessCommand_476_
003DB630 CRunningScript::ProcessCommand_477_
003DB720 CRunningScript::ProcessCommand_478_
003DB810 CRunningScript::ProcessCommand_515_
003DBA28 CRunningScript::ProcessCommand_516_
003DBAA0 CRunningScript::ProcessCommand_517_
003DBB60 CRunningScript::ProcessCommand_518_
003DBBF0 CRunningScript::ProcessCommand_519_
003DBC80 CRunningScript::ProcessCommand_520_
003DBD08 CRunningScript::ProcessCommand_521_
003DBD98 CRunningScript::ProcessCommand_522_
003DBE28 CRunningScript::ProcessCommand_542_
003DBF20 CRunningScript::ProcessCommand_543_
003DC018 CRunningScript::ProcessCommand_550_
003DC160 CRunningScript::ProcessCommand_605_
003DC1F0 CRunningScript::ProcessCommand_606_
003DC280 CRunningScript::ProcessCommand_614_
003DC310 CRunningScript::ProcessCommand_615_
003DC3D0 CRunningScript::ProcessCommand_616_
003DC440 CRunningScript::ProcessCommand_620_
003DC488 CRunningScript::ProcessCommand_624_
003DC4D8 CRunningScript::ProcessCommand_689_
003DC660 CRunningScript::ProcessCommand_690_
003DC7F0 CRunningScript::ProcessCommand_803_
003DC900 CRunningScript::ProcessCommand_962_
003DC960 CRunningScript::ProcessCommand_979_
003DCA48 CRunningScript::ProcessCommand_980_
003DCB30 CRunningScript::ProcessCommand_1002_
003DCC68 CRunningScript::ProcessCommand_1003_
003DCDA0 CRunningScript::ProcessCommand_1004_
003DCE80 CRunningScript::ProcessCommand_1005_
003DCF78 CRunningScript::ProcessCommand_1012_
003DD070 CRunningScript::ProcessCommand_1030_
003DD130 CRunningScript::ProcessCommand_1031_
003DD1F0 CRunningScript::ProcessCommand_1032_
003DD2D8 CRunningScript::ProcessCommand_1033_
003DD3C0 CRunningScript::ProcessCommand_31_32_
003DD4C8 CRunningScript::ProcessCommand_1037_
003DD5A0 CRunningScript::ProcessCommand_1038_
003DD630 CRunningScript::ProcessCommand_1039_
003DD710 CRunningScript::ProcessCommand_1229_
003DD8B0 CRunningScript::ProcessCommand_1271_
003DDAC0 CRunningScript::ProcessCommand_1354_
003DDB18 CRunningScript::ProcessCommand_355_
003DDB98 CRunningScript::ProcessCommand_356_
003DDBF8 CRunningScript::ProcessCommand_638_
003DDC50 CRunningScript::ProcessCommand_363_
003DDCE0 CRunningScript::ProcessCommand_364_
003DDD28 CRunningScript::ProcessCommand_365_
003DDD78 CRunningScript::ProcessCommand_366_
003DDDC8 CRunningScript::ProcessCommand_367_
003DDEA0 CRunningScript::ProcessCommand_368_
003DDFB0 CRunningScript::ProcessCommand_369_
003DE000 CRunningScript::ProcessCommand_370_
003DE070 CRunningScript::ProcessCommand_371_
003DE0E0 CRunningScript::ProcessCommand_372_
003DE150 CRunningScript::ProcessCommand_373_
003DE1C0 CRunningScript::ProcessCommand_374_
003DE230 CRunningScript::ProcessCommand_375_
003DE2A0 CRunningScript::ProcessCommand_376_
003DE310 CRunningScript::ProcessCommand_377_
003DE380 CRunningScript::ProcessCommand_378_
003DE3F0 CRunningScript::ProcessCommand_379_
003DE500 CRunningScript::ProcessCommand_380_
003DE598 CRunningScript::ProcessCommand_381_
003DE610 CRunningScript::ProcessCommand_382_
003DE660 CRunningScript::ProcessCommand_383_
003DE6B0 CRunningScript::ProcessCommand_384_
003DE720 CRunningScript::ProcessCommand_385_
003DE790 CRunningScript::ProcessCommand_386_
003DE800 CRunningScript::ProcessCommand_387_
003DE898 CRunningScript::ProcessCommand_388_
003DE8F8 CRunningScript::ProcessCommand_389_
003DE990 CRunningScript::ProcessCommand_390_
003DE9E0 CRunningScript::ProcessCommand_391_
003DEAE0 CRunningScript::ProcessCommand_392_
003DEB28 CRunningScript::ProcessCommand_398_
003DEB70 CRunningScript::ProcessCommand_419_
003DEBF0 CRunningScript::ProcessCommand_413_
003DECE8 CRunningScript::ProcessCommand_393_
003DEDD8 CRunningScript::ProcessCommand_394_
003DEE40 CRunningScript::ProcessCommand_395_
003DEE98 CRunningScript::ProcessCommand_396_
003DEFA0 CRunningScript::ProcessCommand_397_
003DF078 CRunningScript::ProcessCommand_399_
003DF1C8 CRunningScript::ProcessCommand_400_401_402_403_404_405_
003DF1E8 CRunningScript::ProcessCommand_406_407_408_
003DF208 CRunningScript::ProcessCommand_409_410_411_
003DF228 CRunningScript::ProcessCommand_412_414_415_416_417_418_
003DF248 CRunningScript::ProcessCommand_1083_
003DF318 CRunningScript::ProcessCommand_1084_
003DF380 CRunningScript::ProcessCommand_1085_
003DF3E8 CRunningScript::ProcessCommand_1277_
003DF410 CRunningScript::ProcessCommand_171_
003DF4B8 CRunningScript::ProcessCommand_172_
003DF4F8 CRunningScript::ProcessCommand_173_
003DF588 CRunningScript::ProcessCommand_174_
003DF5C8 CRunningScript::ProcessCommand_270_
003DF600 CRunningScript::ProcessCommand_557_
003DF658 CRunningScript::ProcessCommand_588_
003DF720 CRunningScript::ProcessCommand_589_
003DF7F8 CRunningScript::ProcessCommand_1015_
003DF878 CRunningScript::ProcessCommand_1017_
003DF960 CRunningScript::ProcessCommand_1023_
003DFA68 CRunningScript::ProcessCommand_785_
003DFB58 CSprite2d::CSprite2d
003DFB68 CSprite2d::~CSprite2d
003DFBB0 CSprite2d::Delete
003DFBC8 CSprite2d::SetTexture
003DFC10 CSprite2d::SetTexture
003DFC50 CSprite2d::InitPerFrame
003DFCE8 CSprite2d::AddToBuffer
003DFDA0 CSprite2d::IsVertexBufferFull
003DFDD8 CSprite2d::RenderVertexBuffer
003DFE40 csprite2d_sub_3DFE40
003DFF20 CSprite2d::Draw
003DFF80 CSprite2d::Draw
003DFFD0 CSprite2d::Draw
003E0028 CSprite2d::Draw
003E00A8 CSprite2d::Draw2DPolygon
003E0198 CSprite2d::SetVertices
003E0368 CSprite2d::SetVertices
003E04D0 CSprite2d::SetVertices
003E0720 CSprite2d::SetVertices
003E0820 CSprite2d::SetMaskVertices
003E0888 CSprite2d::SetVertices
003E0AD0 CSprite2d::SetRenderState
003E0B10 CSprite2d::DrawRect
003E0BD8 csprite2d_sub_3E0BD8
003E0C18 CSprite2d::DrawRect
003E0C90 CSprite2d::DrawAnyRect
003E0D98 sub_3E0D98
003E0F48 sub_3E0F48
003E0F80 sub_3E0F80
003E0FE8 sub_3E0FE8
003E1008 sub_3E1008
003E1028 sub_3E1028
003E1048 sub_3E1048
003E1098 sub_3E1098
003E1158 sub_3E1158
003E11F8 sub_3E11F8
003E12A0 sub_3E12A0
003E1358 sub_3E1358
003E15E0 sub_3E15E0
003E1798 trigger_sub_3E1798
003E1870 fe_action_sub_3E1870
003E1E88 fe_multiplayer_str_sub_3E1E88
003E20A0 sub_3E20A0
003E2530 sub_3E2530
003E26D8 sub_3E26D8
003E2780 sub_3E2780
003E2890 menu_labels_sub_3E2890
003E29F8 sub_3E29F8
003E2CB8 sub_3E2CB8
003E2CE8 clearGsMem
003E2F98 setImageTag
003E3318 vblankHandler
003E3518 sub_3E3518
003E3570 startDisplay
003E35D8 sub_3E35D8
003E35F8 sub_3E35F8
003E3638 CWeather::Init
003E3720 CWeather::Update
003E4228 CWeather::ForceWeather
003E4238 CWeather::ForceWeatherNow
003E4260 CWeather::ReleaseWeather
003E4270 CWeather::AddStreamAfterRain
003E4528 CWeather::AddSplashesDuringHurricane
003E47B8 CWeather::AddRain
003E4BD0 sub_3E4BD0
003E52C8 CWeather::RenderRainStreaks
003E5A80 CWeather::StoreWeatherState
003E5AD0 CWeather::RestoreWeatherState
003E5B18 nullsub_63
003E5B20 CWeather::AddBeastie
003E5C88 nullsub_104
003E5C90 alloc_sub_3E5C90
003E5CB0 CCollision::Init
003E5CF8 CCollision::SortOutCollisionAfterLoad
003E5D28 sub_3E5D28
003E5D50 alloc_sub_3E5D50
003E5D78 sub_3E5D78
003E5D80 sub_3E5D80
003E5D88 sub_3E5D88
003E5D90 sub_3E5D90
003E5D98 sub_3E5D98
003E5E58 sub_3E5E58
003E5EE8 sub_3E5EE8
003E5F58 sub_3E5F58
003E5F60 sub_3E5F60
003E5F68 sub_3E5F68
003E5FA8 CRideAnimData::CRideAnimData
003E5FD0 CRideAnimData::~CRideAnimData
003E5FF8 CVehicle::CVehicle
003E6660 sub_3E6660
003E66F8 CVehicle::~CVehicle
003E68E0 new
003E6910 delete
003E6938 CVehicle::GetVehicleAppearance
003E6998 CVehicle::SetModelIndex
003E69F0 CVehicle::CanBeDeleted
003E6B68 CVehicle::ProcessWheelRotation
003E6BE8 cvehicle_flags_sub_3E6BE8
003E6C18 CVehicle::ProcessWheel
003E7618 sub_3E7618
003E7EF8 sub_3E7EF8
003E7FC0 sub_3E7FC0
003E80A0 CVehicle::InflictDamage
003E86D0 CVehicle::ProcessDelayedExplosion
003E87C0 CVehicle::AddPassenger
003E8930 CVehicle::AddPassenger
003E8AB8 CVehicle::RemovePassenger
003E8C40 CVehicle::SetDriver
003E8F50 CVehicle::RemoveDriver
003E90E8 CVehicle::SetUpDriver
003E91B0 CVehicle::SetupPassenger
003E9418 CVehicle::IsPassenger
003E9498 sub_3E9498
003E9520 sub_3E9520
003E9540 sub_3E9540
003E9568 CVehicle::KillPedsInVehicle
003E9700 sub_3E9700
003E9768 CVehicle::UsesSiren
003E9840 vehicle_isModelNoSubmisionStuff_sub_3E9840
003E9878 CVehicle::IsUpsideDown
003E98C8 CVehicle::IsOnItsSide
003E9930 CVehicle::CanPedOpenLocks
003E99A8 sub_3E99A8
003E99D0 CVehicle::CanPedEnterCar
003E9AD8 CVehicle::CanPedExitCar
003E9D68 CVehicle::CanPedJumpOut
003E9E38 CVehicle::ProcessCarAlarm
003E9EC8 DestroyVehicleAndDriverAndPassengers
003E9FB0 IsVehiclePointerValid
003EA008 IsVehiclePointerValid_NotInWorld
003EA040 CVehicle::IsVehicleNormal
003EA0E0 CVehicle::ChangeLawEnforcerState
003EA160 CVehicle::IsLawEnforcementVehicle
003EA1A0 sub_3EA1A0
003EA548 CVehicle::ExtinguishCarFire
003EA5D0 CVehicle::CarHasRoof
003EA618 sub_3EA618
003EA6C8 CVehicle::FlyingControl
003EDA48 CVehicle::DoBladeCollision
003EE308 CVehicle::BladeColSectorList
003EEE20 SetCompAlphaCB
003EEE30 CVehicle::SetComponentElementAlpha
003EEE68 CVehicle::UpdateElementGroupAlpha
003EEEE0 CVehicle::IsClearToDriveAway
003EF018 CVehicle::MakeNonDraggedPedsLeaveVehicle
003EF3B8 CVehicle::HeliDustGenerate
003EF900 CVehicle::PreRender
003EF910 cvehicle_damage_stuff_sub_3EF910
003EFD00 vehicle_is_bus_stuff_sub_3EFD00
003EFD28 CVehicle::_TryEnterVehicle__PedAnimAlignCB_lastprt
003F04C8 cvehicle_animstuff_sub_3F04C8
003F07F8 cvehicle_animstuff_sub_3F07F8
003F0A58 CBike::KnockOffRider
003F1B80 sub_3F1B80
003F1FA8 sub_3F1FA8
003F2338 CVehicle::VehicleDamage
003F2340 ZN11CAutomobile22SetComponentVisibilityEP7RslNodej
003F2380 sub_3F2380
003F2918 doplanegenerationandremoval_substuff_todo_sub_3F2918
003F2990 sub_3F2990
003F29D8 sub_3F29D8
003F3300 sub_3F3300
003F3348 GetObjectCarriedWithRope
003F3370 GetHookObjectWithRope
003F3398 cvehicle_ChooseVehicleColour
003F3410 some_watercheck_sub_3F3410
003F34F0 sub_3F34F0
003F3718 CVehicle::SetHandbrake
003F3790 sub_3F3790
003F3918 cvehicle_driverregister_sub_3F3918
003F3968 CVehicle::GetPassengerSeat
003F3978 cvehicle_unregister_sub_3F3978
003F39F0 CVehicle::GetNumPassengers
003F3A28 sub_3F3A28
003F3A58 alloc_sub_3F3A58
003F3A80 CGame::InitialiseRsl3DEngine
003F3C20 cfont_sub_3F3C20
003F3C30 CFont::_ResetState
003F3D10 CFont::PrintString
003F3D88 cfont_render_sub_3F3D88
003F3FF0 cfont_set_sub_3F3FF0
003F4000 CFont::SetFontStyle
003F4010 CFont::GetFontStyle
003F4020 CFont::SetColor
003F4040 CFont::GetColor
003F4050 CFont::SetRect
003F4080 cfont_get_crect_sub_3F4080
003F4090 cfont_set_bool_sub_3F4090
003F40A0 cfont_get_bool_sub_3F40A0
003F40B0 CFont::SetScale
003F4100 CFont::GetScale
003F4110 sub_3F4110
003F4138 sub_3F4138
003F4180 CFont::SetPropMode
003F41D0 CFont::GetPropMode
003F41E0 CFont::SetCentreMode
003F4230 CFont::GetCentreMode
003F4240 CFont::SetTexListSize
003F4250 CFont::GetTexListSize
003F4260 CFont::SetCompressedTexList
003F4270 CFont::GetCompressedTexList
003F4280 font_sub_3F4280
003F4308 cfont_sub_3F4308
003F4380 sub_3F4380
003F43B8 CFont::SetOutlineColor
003F4430 get_sub_3F4430
003F4440 sub_3F4440
003F4450 CFont::SetBackgroundColor
003F44C8 get_sub_3F44C8
003F44D8 sub_3F44D8
003F44E8 CFont::SetNewLineAdd
003F4538 get_sub_3F4538
003F4548 alloc_FONTS_sub_3F4548
003F45E0 alloc_sub_3F45E0
003F4600 CDamageManager::GetComponentGroup
003F46A8 CDamageManager::ResetDamageStatus
003F4700 CDamageManager::SetLightStatus
003F4730 CDamageManager::GetLightStatus
003F4748 CDamageManager::SetPanelStatus
003F4778 CDamageManager::GetPanelStatus
003F4790 CDamageManager::SetWheelStatus
003F47A0 CDamageManager::GetWheelStatus
003F47B0 CDamageManager::SetDoorStatus
003F4818 CDamageManager::GetDoorStatus
003F4828 CDamageManager::SetEngineStatus
003F4848 CDamageManager::GetEngineStatus
003F4850 CDamageManager::ProgressDoorDamage
003F48B0 CDamageManager::ProgressEngineDamage
003F48C0 CDamageManager::ProgressPanelDamage
003F4920 CDamageManager::ProgressWheelDamage
003F4980 CDamageManager::ApplyDamage
003F4AF8 CDamageManager::FuckCarCompletely
003F4BC0 CDamageManager::SetAeroplaneCompStatus
003F4BF0 CDamageManager::GetAeroplaneCompStatus
003F4C08 CDamageManager::ProgressAeroplaneDamage
003F4C68 CPlane::CPlane
003F5090 CPlane::~CPlane
003F50E8 CPlane::ProcessControl
003F5300 CPlane::ProcessControlInputs
003F5B40 CPlane::ProcessFlyingCarStuff
003F6418 CPlane::PreRender
003F8058 CPlane::Render
003F80D0 cplane_fixstuff_sub_3F80D0
003F80D8 CPlane::Fix
003F8188 CPlane::SetupDamageAfterLoad
003F81B8 CPlane::VehicleDamage
003F8830 CPlane::SetGearUp
003F8880 CPlane::SetGearDown
003F88B8 CPlane::FindPlaneCreationCoors
003F8C40 CPlane::CountPlanesAndHelis
003F8CE0 CPlane::AreWeInNoPlaneZone
003F8EB8 CPlane::AreWeInNoBigPlaneZone
003F8FF0 CPlane::DoPlaneGenerationAndRemoval
003F97B8 CPlane::BlowUpCar
003F9C40 CPlane::IsDoorMissing
003F9C68 CPlane::CanPedJumpOut
003F9D50 sub_3F9D50
003F9D90 alloc_sub_3F9D90
003F9DB0 instance_stufftodo_sub_3F9DB0
003F9DF8 sub_3F9DF8
003F9E00 instance_stufftodo_sub_3F9E00
003F9E20 sub_3F9E20
003F9E48 sub_3F9E48
003F9E50 sub_3F9E50
003F9E90 sub_3F9E90
003F9EA0 sub_3F9EA0
003F9F28 sub_3F9F28
003F9F48 sub_3F9F48
003F9F90 sub_3F9F90
003F9FA0 sub_3F9FA0
003FA060 sub_3FA060
003FA118 sub_3FA118
003FA130 sub_3FA130
003FA190 sub_3FA190
003FA1E8 CKeyArray::Load
003FA298 CKeyArray::Unload
003FA2D8 CKeyArray::Update
003FA310 CKeyArray::Search
003FA3B8 CKeyArray::BinarySearch
003FA4B8 CData::Load
003FA558 CData::Unload
003FA598 sub_3FA598
003FA6D8 sub_3FA6D8
003FA798 sub_3FA798
003FA808 UnicodeToAscii
003FA868 UnicodeToAsciiForMemoryCard
003FA8E0 CFileMgr::Read2
003FA960 CText::Load
003FAD80 sub_3FAD80
003FAD88 sub_3FAD88
003FADB0 CText::LoadMissionText
003FB130 cmessages_clear_sub_3FB130
003FB1A8 CText::Get
